,Ward name,Borough name,City,Address,Latitude,Longitude
316,Townfield,Hillingdon,London,"Townfield,Hillingdon,London",51.511497,-0.415856
317,Uxbridge North,Hillingdon,London,"Uxbridge North,Hillingdon,London",51.546655,-0.4775114
318,Uxbridge South,Hillingdon,London,"Uxbridge South,Hillingdon,London",51.546655,-0.4775114
319,West Drayton,Hillingdon,London,"West Drayton,Hillingdon,London",51.503513,-0.4662704
320,West Ruislip,Hillingdon,London,"West Ruislip,Hillingdon,London",51.5695047,-0.4370447
321,Yeading,Hillingdon,London,"Yeading,Hillingdon,London",51.527239,-0.3992705
322,Yiewsley,Hillingdon,London,"Yiewsley,Hillingdon,London",51.5128661,-0.4741522
323,Bedfont,Hounslow,London,"Bedfont,Hounslow,London",51.4530683,-0.4334413
324,Brentford,Hounslow,London,"Brentford,Hounslow,London",51.4863958,-0.3216623
325,Chiswick Homefields,Hounslow,London,"Chiswick Homefields,Hounslow,London",,
326,Chiswick Riverside,Hounslow,London,"Chiswick Riverside,Hounslow,London",51.4923137,-0.263818
327,Cranford,Hounslow,London,"Cranford,Hounslow,London",51.4806709,-0.4096772
328,Feltham North,Hounslow,London,"Feltham North,Hounslow,London",51.4442232,-0.410659
329,Feltham West,Hounslow,London,"Feltham West,Hounslow,London",51.4442232,-0.410659
330,Hanworth,Hounslow,London,"Hanworth,Hounslow,London",51.4348478,-0.3903611
331,Hanworth Park,Hounslow,London,"Hanworth Park,Hounslow,London",51.43934225,-0.39751258
332,Heston Central,Hounslow,London,"Heston Central,Hounslow,London",51.4854573,-0.3719561
333,Heston East,Hounslow,London,"Heston East,Hounslow,London",51.4854573,-0.3719561
334,Heston West,Hounslow,London,"Heston West,Hounslow,London",51.4854573,-0.3719561
335,Hounslow Central,Hounslow,London,"Hounslow Central,Hounslow,London",51.471307,-0.3662332
336,Hounslow Heath,Hounslow,London,"Hounslow Heath,Hounslow,London",51.4578773,-0.385148125
337,Hounslow South,Hounslow,London,"Hounslow South,Hounslow,London",51.4686132,-0.3613471
338,Hounslow West,Hounslow,London,"Hounslow West,Hounslow,London",51.4735822,-0.3858181
339,Isleworth,Hounslow,London,"Isleworth,Hounslow,London",51.4683558,-0.3263111
340,Osterley and Spring Grove,Hounslow,London,"Osterley and Spring Grove,Hounslow,London",51.4812336,-0.3521981
341,Syon,Hounslow,London,"Syon,Hounslow,London",51.4767946,-0.31219337
342,Turnham Green,Hounslow,London,"Turnham Green,Hounslow,London",51.4951314,-0.2546948
343,Barnsbury,Islington,London,"Barnsbury,Islington,London",51.5389351,-0.114735
344,Bunhill,Islington,London,"Bunhill,Islington,London",51.52348715,-0.088757092
345,Caledonian,Islington,London,"Caledonian,Islington,London",51.5431206,-0.1176239
346,Canonbury,Islington,London,"Canonbury,Islington,London",51.5430358,-0.0954008
347,Clerkenwell,Islington,London,"Clerkenwell,Islington,London",51.5237268,-0.1055555
348,Finsbury Park,Islington,London,"Finsbury Park,Islington,London",51.5648345,-0.1064144
349,Highbury East,Islington,London,"Highbury East,Islington,London",51.5457996,-0.1027127
350,Highbury West,Islington,London,"Highbury West,Islington,London",51.5457996,-0.1027127
351,Hillrise,Islington,London,"Hillrise,Islington,London",51.5716355,-0.1243869
352,Holloway,Islington,London,"Holloway,Islington,London",51.5572453,-0.1183706
353,Junction,Islington,London,"Junction,Islington,London",51.5522032,-0.111195
354,Mildmay,Islington,London,"Mildmay,Islington,London",51.5473979,-0.0852963
355,St. George's,Islington,London,"St. George's,Islington,London",51.5503713,-0.112803172
356,St. Mary's,Islington,London,"St. Mary's,Islington,London",51.5384287,-0.0999051
357,St. Peter's,Islington,London,"St. Peter's,Islington,London",51.5361815,-0.1016861
358,Tollington,Islington,London,"Tollington,Islington,London",51.5575468,-0.1128611
359,Abingdon,Kensington and Chelsea,London,"Abingdon,Kensington and Chelsea,London",51.4994527,-0.1973247
360,Brompton & Hans Town,Kensington and Chelsea,London,"Brompton & Hans Town,Kensington and Chelsea,London",,
361,Campden,Kensington and Chelsea,London,"Campden,Kensington and Chelsea,London",51.50285115,-0.199544065
362,Chelsea Riverside,Kensington and Chelsea,London,"Chelsea Riverside,Kensington and Chelsea,London",51.4875417,-0.1682205
363,Colville,Kensington and Chelsea,London,"Colville,Kensington and Chelsea,London",51.515728,-0.203766414
364,Courtfield,Kensington and Chelsea,London,"Courtfield,Kensington and Chelsea,London",51.4921289,-0.1926267
365,Dalgarno,Kensington and Chelsea,London,"Dalgarno,Kensington and Chelsea,London",51.5241633,-0.223342
366,Earl's Court,Kensington and Chelsea,London,"Earl's Court,Kensington and Chelsea,London",51.4916123,-0.193903
367,Golborne,Kensington and Chelsea,London,"Golborne,Kensington and Chelsea,London",51.5226182,-0.2073744
368,Holland,Kensington and Chelsea,London,"Holland,Kensington and Chelsea,London",51.50301195,-0.204147614
369,Norland,Kensington and Chelsea,London,"Norland,Kensington and Chelsea,London",51.5067321,-0.21034195
370,Notting Dale,Kensington and Chelsea,London,"Notting Dale,Kensington and Chelsea,London",,
371,Pembridge,Kensington and Chelsea,London,"Pembridge,Kensington and Chelsea,London",51.51153335,-0.193516577
372,Queen's Gate,Kensington and Chelsea,London,"Queen's Gate,Kensington and Chelsea,London",51.4926349,-0.178536
373,Redcliffe,Kensington and Chelsea,London,"Redcliffe,Kensington and Chelsea,London",51.4868901,-0.1867269
374,Royal Hospital,Kensington and Chelsea,London,"Royal Hospital,Kensington and Chelsea,London",51.48709375,-0.158673901
375,St. Helen's,Kensington and Chelsea,London,"St. Helen's,Kensington and Chelsea,London",51.5188629,-0.218105831
376,Stanley,Kensington and Chelsea,London,"Stanley,Kensington and Chelsea,London",51.5121457,-0.2042205
377,Alexandra,Kingston upon Thames,London,"Alexandra,Kingston upon Thames,London",51.38648405,-0.286267925
378,Berrylands,Kingston upon Thames,London,"Berrylands,Kingston upon Thames,London",51.3937811,-0.2848024
379,Beverley,Kingston upon Thames,London,"Beverley,Kingston upon Thames,London",51.3879519,-0.2394595
380,Canbury,Kingston upon Thames,London,"Canbury,Kingston upon Thames,London",51.41749865,-0.305552805
381,Chessington North and Hook,Kingston upon Thames,London,"Chessington North and Hook,Kingston upon Thames,London",51.363982,-0.3007319
382,Chessington South,Kingston upon Thames,London,"Chessington South,Kingston upon Thames,London",51.35675,-0.308097
383,Coombe Hill,Kingston upon Thames,London,"Coombe Hill,Kingston upon Thames,London",51.4194499,-0.2653985
384,Coombe Vale,Kingston upon Thames,London,"Coombe Vale,Kingston upon Thames,London",51.4194499,-0.2653985
385,Grove,Kingston upon Thames,London,"Grove,Kingston upon Thames,London",51.4096275,-0.3062621
386,Norbiton,Kingston upon Thames,London,"Norbiton,Kingston upon Thames,London",51.4099994,-0.2873963
387,Old Malden,Kingston upon Thames,London,"Old Malden,Kingston upon Thames,London",51.382484,-0.2590897
388,St. James,Kingston upon Thames,London,"St. James,Kingston upon Thames,London",51.3932066,-0.3046482
389,St. Mark's,Kingston upon Thames,London,"St. Mark's,Kingston upon Thames,London",51.4096275,-0.3062621
390,Surbiton Hill,Kingston upon Thames,London,"Surbiton Hill,Kingston upon Thames,London",51.3937557,-0.3033105
391,Tolworth and Hook Rise,Kingston upon Thames,London,"Tolworth and Hook Rise,Kingston upon Thames,London",51.3788758,-0.2828604
392,Tudor,Kingston upon Thames,London,"Tudor,Kingston upon Thames,London",51.429961,-0.3052083
393,Bishop's,Lambeth,London,"Bishop's,Lambeth,London",51.4934968,-0.1097695
394,Brixton Hill,Lambeth,London,"Brixton Hill,Lambeth,London",51.4466839,-0.1242801
395,Clapham Common,Lambeth,London,"Clapham Common,Lambeth,London",51.4620748,-0.1373589
396,Clapham Town,Lambeth,London,"Clapham Town,Lambeth,London",51.4622924,-0.1388561
397,Coldharbour,Lambeth,London,"Coldharbour,Lambeth,London",51.4616328,-0.1133636
398,Ferndale,Lambeth,London,"Ferndale,Lambeth,London",51.5013012,-0.117287
399,Gipsy Hill,Lambeth,London,"Gipsy Hill,Lambeth,London",51.4247042,-0.0845885
400,Herne Hill,Lambeth,London,"Herne Hill,Lambeth,London",51.4534691,-0.1022835
401,Knight's Hill,Lambeth,London,"Knight's Hill,Lambeth,London",51.4296577,-0.1042819
402,Larkhall,Lambeth,London,"Larkhall,Lambeth,London",51.46804485,-0.136637398
403,Oval,Lambeth,London,"Oval,Lambeth,London",51.48375215,-0.114961827
404,Prince's,Lambeth,London,"Prince's,Lambeth,London",,
405,St. Leonard's,Lambeth,London,"St. Leonard's,Lambeth,London",51.42912525,-0.132548151
406,Stockwell,Lambeth,London,"Stockwell,Lambeth,London",51.472211,-0.1225014
407,Streatham Hill,Lambeth,London,"Streatham Hill,Lambeth,London",51.4407385,-0.1223171
408,Streatham South,Lambeth,London,"Streatham South,Lambeth,London",51.429769,-0.1311105
409,Streatham Wells,Lambeth,London,"Streatham Wells,Lambeth,London",51.44011405,-0.116215154
410,Thornton,Lambeth,London,"Thornton,Lambeth,London",51.4700682,-0.1132741
411,Thurlow Park,Lambeth,London,"Thurlow Park,Lambeth,London",51.4397011,-0.1064738
412,Tulse Hill,Lambeth,London,"Tulse Hill,Lambeth,London",51.439867,-0.1050481
413,Vassall,Lambeth,London,"Vassall,Lambeth,London",51.4779421,-0.1053524
414,Bellingham,Lewisham,London,"Bellingham,Lewisham,London",51.4329913,-0.0193662
415,Blackheath,Lewisham,London,"Blackheath,Lewisham,London",51.4663175,0.0085624
416,Brockley,Lewisham,London,"Brockley,Lewisham,London",51.4578328,-0.0360868
417,Catford South,Lewisham,London,"Catford South,Lewisham,London",51.440517,-0.0059785
418,Crofton Park,Lewisham,London,"Crofton Park,Lewisham,London",51.4552107,-0.0366376
419,Downham,Lewisham,London,"Downham,Lewisham,London",51.426111,0.0064566
420,Evelyn,Lewisham,London,"Evelyn,Lewisham,London",51.4812646,-0.032000953
421,Forest Hill,Lewisham,London,"Forest Hill,Lewisham,London",51.4392419,-0.0530903
422,Grove Park,Lewisham,London,"Grove Park,Lewisham,London",51.4318969,0.0212344
423,Ladywell,Lewisham,London,"Ladywell,Lewisham,London",51.4560257,-0.0191917
424,Lee Green,Lewisham,London,"Lee Green,Lewisham,London",51.4561787,0.0125108
425,Lewisham Central,Lewisham,London,"Lewisham Central,Lewisham,London",51.4624325,-0.0101331
426,New Cross,Lewisham,London,"New Cross,Lewisham,London",51.4763706,-0.0326237
427,Perry Vale,Lewisham,London,"Perry Vale,Lewisham,London",51.435121,-0.0430306
428,Rushey Green,Lewisham,London,"Rushey Green,Lewisham,London",51.4462131,-0.0194075
429,Sydenham,Lewisham,London,"Sydenham,Lewisham,London",51.4269433,-0.0545387
430,Telegraph Hill,Lewisham,London,"Telegraph Hill,Lewisham,London",51.4686583,-0.0467923
431,Whitefoot,Lewisham,London,"Whitefoot,Lewisham,London",51.4323248,0.0051894
432,Abbey,Merton,London,"Abbey,Merton,London",51.41305415,-0.183346467
433,Cannon Hill,Merton,London,"Cannon Hill,Merton,London",51.622925,-0.1222316
434,Colliers Wood,Merton,London,"Colliers Wood,Merton,London",51.4182747,-0.1778626
435,Cricket Green,Merton,London,"Cricket Green,Merton,London",51.3998626,-0.1662482
436,Dundonald,Merton,London,"Dundonald,Merton,London",51.41518395,-0.209855094
437,Figge's Marsh,Merton,London,"Figge's Marsh,Merton,London",51.4145388,-0.160329402
438,Graveney,Merton,London,"Graveney,Merton,London",51.4112777,-0.1614945
439,Hillside,Merton,London,"Hillside,Merton,London",51.4198517,-0.219768
440,Lavender Fields,Merton,London,"Lavender Fields,Merton,London",51.4150216,-0.1719375
441,Longthornton,Merton,London,"Longthornton,Merton,London",51.4083358,-0.1389892
442,Lower Morden,Merton,London,"Lower Morden,Merton,London",51.3897736,-0.2163635
443,Merton Park,Merton,London,"Merton Park,Merton,London",51.4079938,-0.2019654
444,Pollards Hill,Merton,London,"Pollards Hill,Merton,London",51.3989991,-0.1282598
445,Ravensbury,Merton,London,"Ravensbury,Merton,London",51.3977067,-0.157896
446,Raynes Park,Merton,London,"Raynes Park,Merton,London",51.408966,-0.23054
447,St. Helier,Merton,London,"St. Helier,Merton,London",51.3894612,-0.1989208
448,Trinity,Merton,London,"Trinity,Merton,London",51.36168085,-0.193669494
449,Village,Merton,London,"Village,Merton,London",51.5073219,-0.1276474
450,West Barnes,Merton,London,"West Barnes,Merton,London",51.3977576,-0.2383655
451,Wimbledon Park,Merton,London,"Wimbledon Park,Merton,London",51.4369518,-0.1993261
452,Beckton,Newham,London,"Beckton,Newham,London",51.5160797,0.0594257
453,Boleyn,Newham,London,"Boleyn,Newham,London",51.530422,0.038107
454,Canning Town North,Newham,London,"Canning Town North,Newham,London",51.5139887,0.0082987
455,Canning Town South,Newham,London,"Canning Town South,Newham,London",51.5139887,0.0082987
456,Custom House,Newham,London,"Custom House,Newham,London",51.50965175,0.026042564
457,East Ham Central,Newham,London,"East Ham Central,Newham,London",51.5394005,0.0526042
458,East Ham North,Newham,London,"East Ham North,Newham,London",51.5394005,0.0526042
459,East Ham South,Newham,London,"East Ham South,Newham,London",51.5394005,0.0526042
460,Forest Gate North,Newham,London,"Forest Gate North,Newham,London",51.5495236,0.0249248
461,Forest Gate South,Newham,London,"Forest Gate South,Newham,London",51.5495236,0.0249248
462,Green Street East,Newham,London,"Green Street East,Newham,London",51.5470365,0.0315365
463,Green Street West,Newham,London,"Green Street West,Newham,London",51.5327933,0.0367734
464,Little Ilford,Newham,London,"Little Ilford,Newham,London",51.550298,0.0625225
465,Manor Park,Newham,London,"Manor Park,Newham,London",51.5506867,0.0476391
466,Plaistow North,Newham,London,"Plaistow North,Newham,London",51.5311544,0.0166833
467,Plaistow South,Newham,London,"Plaistow South,Newham,London",51.5311544,0.0166833
468,Royal Docks,Newham,London,"Royal Docks,Newham,London",51.5036827,0.0496178
469,Stratford and New Town,Newham,London,"Stratford and New Town,Newham,London",51.5506778,0.0029768
470,Wall End,Newham,London,"Wall End,Newham,London",51.5342327,0.0624751
471,West Ham,Newham,London,"West Ham,Newham,London",51.5280966,0.0045685
472,Aldborough,Redbridge,London,"Aldborough,Redbridge,London",51.5864084,0.103214656
473,Barkingside,Redbridge,London,"Barkingside,Redbridge,London",51.5858181,0.0886245
474,Bridge,Redbridge,London,"Bridge,Redbridge,London",51.5073219,-0.1276474
475,Chadwell,Redbridge,London,"Chadwell,Redbridge,London",51.5700474,0.1297842
476,Church End,Redbridge,London,"Church End,Redbridge,London",51.601117,-0.1918901
477,Clayhall,Redbridge,London,"Clayhall,Redbridge,London",51.58497555,0.060067124
478,Clementswood,Redbridge,London,"Clementswood,Redbridge,London",51.5531403,0.0730408
479,Cranbrook,Redbridge,London,"Cranbrook,Redbridge,London",51.5591192,0.0702445
480,Fairlop,Redbridge,London,"Fairlop,Redbridge,London",51.5959477,0.0911302
481,Fullwell,Redbridge,London,"Fullwell,Redbridge,London",51.5938864,0.0854521
482,Goodmayes,Redbridge,London,"Goodmayes,Redbridge,London",51.565803,0.1119305
483,Hainault,Redbridge,London,"Hainault,Redbridge,London",51.6033163,0.0933599
484,Loxford,Redbridge,London,"Loxford,Redbridge,London",51.5481943,0.084051
485,Mayfield,Redbridge,London,"Mayfield,Redbridge,London",51.605382,0.0237479
486,Monkhams,Redbridge,London,"Monkhams,Redbridge,London",51.6131775,0.0257998
487,Newbury,Redbridge,London,"Newbury,Redbridge,London",51.5754985,0.0899693
488,Roding,Redbridge,London,"Roding,Redbridge,London",51.6170812,0.0437553
489,Seven Kings,Redbridge,London,"Seven Kings,Redbridge,London",51.5639058,0.0968813
490,Snaresbrook,Redbridge,London,"Snaresbrook,Redbridge,London",51.5831734,0.0228777
491,Valentines,Redbridge,London,"Valentines,Redbridge,London",51.56885695,0.071131792
492,Wanstead,Redbridge,London,"Wanstead,Redbridge,London",51.575646,0.0286373
493,Barnes,Richmond upon Thames,London,"Barnes,Richmond upon Thames,London",51.4718962,-0.2387441
494,East Sheen,Richmond upon Thames,London,"East Sheen,Richmond upon Thames,London",51.4623706,-0.267094
495,Fulwell and Hampton Hill,Richmond upon Thames,London,"Fulwell and Hampton Hill,Richmond upon Thames,London",51.4337482,-0.3496847
496,"Ham, Petersham and Richmond Riverside",Richmond upon Thames,London,"Ham, Petersham and Richmond Riverside,Richmond upon Thames,London",51.4406054,-0.3041248
497,Hampton,Richmond upon Thames,London,"Hampton,Richmond upon Thames,London",51.4150272,-0.3691409
498,Hampton North,Richmond upon Thames,London,"Hampton North,Richmond upon Thames,London",51.4150272,-0.3691409
499,Hampton Wick,Richmond upon Thames,London,"Hampton Wick,Richmond upon Thames,London",51.4144519,-0.3126743
500,Heathfield,Richmond upon Thames,London,"Heathfield,Richmond upon Thames,London",51.420316,-0.3734364
501,Kew,Richmond upon Thames,London,"Kew,Richmond upon Thames,London",51.4806629,-0.2919292
502,Mortlake and Barnes Common,Richmond upon Thames,London,"Mortlake and Barnes Common,Richmond upon Thames,London",,
503,North Richmond,Richmond upon Thames,London,"North Richmond,Richmond upon Thames,London",51.4632072,-0.3004127
504,St. Margarets and North Twickenham,Richmond upon Thames,London,"St. Margarets and North Twickenham,Richmond upon Thames,London",51.4516433,-0.330377802
505,South Richmond,Richmond upon Thames,London,"South Richmond,Richmond upon Thames,London",51.4632072,-0.3004127
506,South Twickenham,Richmond upon Thames,London,"South Twickenham,Richmond upon Thames,London",51.4467444,-0.3281887
507,Teddington,Richmond upon Thames,London,"Teddington,Richmond upon Thames,London",51.4244662,-0.3325731
508,Twickenham Riverside,Richmond upon Thames,London,"Twickenham Riverside,Richmond upon Thames,London",51.4467444,-0.3281887
509,West Twickenham,Richmond upon Thames,London,"West Twickenham,Richmond upon Thames,London",51.4467444,-0.3281887
510,Whitton,Richmond upon Thames,London,"Whitton,Richmond upon Thames,London",51.4511693,-0.3579759
511,Brunswick Park,Southwark,London,"Brunswick Park,Southwark,London",51.475619,-0.085869587
512,Camberwell Green,Southwark,London,"Camberwell Green,Southwark,London",51.47497845,-0.092649899
513,Cathedrals,Southwark,London,"Cathedrals,Southwark,London",,
514,Chaucer,Southwark,London,"Chaucer,Southwark,London",51.4985655,-0.090976341
515,College,Southwark,London,"College,Southwark,London",51.5029222,-0.103458
516,East Dulwich,Southwark,London,"East Dulwich,Southwark,London",51.4615604,-0.0803888
517,East Walworth,Southwark,London,"East Walworth,Southwark,London",51.4901142,-0.0906603
518,Faraday,Southwark,London,"Faraday,Southwark,London",51.48555385,-0.08623713
519,Grange,Southwark,London,"Grange,Southwark,London",51.4963612,-0.0770464
520,Livesey,Southwark,London,"Livesey,Southwark,London",51.48194165,-0.0624031
521,Newington,Southwark,London,"Newington,Southwark,London",51.48528865,-0.10161266
522,Nunhead,Southwark,London,"Nunhead,Southwark,London",51.4668348,-0.0523755
523,Peckham,Southwark,London,"Peckham,Southwark,London",51.4734122,-0.0699321
524,Peckham Rye,Southwark,London,"Peckham Rye,Southwark,London",51.469919,-0.0696968
525,Riverside,Southwark,London,"Riverside,Southwark,London",51.5029222,-0.103458
526,Rotherhithe,Southwark,London,"Rotherhithe,Southwark,London",51.5007782,-0.0519063
527,South Bermondsey,Southwark,London,"South Bermondsey,Southwark,London",51.4879512,-0.0544564
528,South Camberwell,Southwark,London,"South Camberwell,Southwark,London",51.4745706,-0.0925416
529,Surrey Docks,Southwark,London,"Surrey Docks,Southwark,London",51.49307865,-0.046396405
530,The Lane,Southwark,London,"The Lane,Southwark,London",51.5029222,-0.103458
531,Village,Southwark,London,"Village,Southwark,London",51.5029222,-0.103458
532,Beddington North,Sutton,London,"Beddington North,Sutton,London",51.3719875,-0.1323928
533,Beddington South,Sutton,London,"Beddington South,Sutton,London",51.3719875,-0.1323928
534,Belmont,Sutton,London,"Belmont,Sutton,London",51.3438964,-0.1987852
535,Carshalton Central,Sutton,London,"Carshalton Central,Sutton,London",51.3657883,-0.1610857
536,Carshalton South and Clockhouse,Sutton,London,"Carshalton South and Clockhouse,Sutton,London",51.3299418,-0.1698928
537,Cheam,Sutton,London,"Cheam,Sutton,London",51.3556609,-0.2145128
538,Nonsuch,Sutton,London,"Nonsuch,Sutton,London",51.3546203,-0.2236825
539,St. Helier,Sutton,London,"St. Helier,Sutton,London",51.3866947,-0.1800574
540,Stonecot,Sutton,London,"Stonecot,Sutton,London",51.383526,-0.2142263
541,Sutton Central,Sutton,London,"Sutton Central,Sutton,London",51.360398,-0.1906996
542,Sutton North,Sutton,London,"Sutton North,Sutton,London",51.360398,-0.1906996
543,Sutton South,Sutton,London,"Sutton South,Sutton,London",51.360398,-0.1906996
544,Sutton West,Sutton,London,"Sutton West,Sutton,London",51.360398,-0.1906996
545,The Wrythe,Sutton,London,"The Wrythe,Sutton,London",51.3670587,-0.1629561
546,Wallington North,Sutton,London,"Wallington North,Sutton,London",51.357945,-0.1495621
547,Wallington South,Sutton,London,"Wallington South,Sutton,London",51.357945,-0.1495621
548,Wandle Valley,Sutton,London,"Wandle Valley,Sutton,London",51.3709899,-0.1535374
549,Worcester Park,Sutton,London,"Worcester Park,Sutton,London",51.3783998,-0.2416023
550,Bethnal Green,Tower Hamlets,London,"Bethnal Green,Tower Hamlets,London",51.5303456,-0.0561633
551,Blackwall & Cubitt Town,Tower Hamlets,London,"Blackwall & Cubitt Town,Tower Hamlets,London",,
552,Bow East,Tower Hamlets,London,"Bow East,Tower Hamlets,London",51.5297195,-0.016727649
553,Bow West,Tower Hamlets,London,"Bow West,Tower Hamlets,London",51.5283085,-0.0194816
554,Bromley North,Tower Hamlets,London,"Bromley North,Tower Hamlets,London",,
555,Bromley South,Tower Hamlets,London,"Bromley South,Tower Hamlets,London",,
556,Canary Wharf,Tower Hamlets,London,"Canary Wharf,Tower Hamlets,London",51.50562,-0.0257169
557,Island Gardens,Tower Hamlets,London,"Island Gardens,Tower Hamlets,London",,
558,Lansbury,Tower Hamlets,London,"Lansbury,Tower Hamlets,London",51.5136609,-0.0162461
559,Limehouse,Tower Hamlets,London,"Limehouse,Tower Hamlets,London",51.5133074,-0.0351492
560,Mile End,Tower Hamlets,London,"Mile End,Tower Hamlets,London",51.5253378,-0.033435
561,Poplar,Tower Hamlets,London,"Poplar,Tower Hamlets,London",51.5110713,-0.0144629
562,St. Dunstan's,Tower Hamlets,London,"St. Dunstan's,Tower Hamlets,London",51.5168368,-0.04165836
563,St. Katharine's & Wapping,Tower Hamlets,London,"St. Katharine's & Wapping,Tower Hamlets,London",,
564,St. Peter's,Tower Hamlets,London,"St. Peter's,Tower Hamlets,London",,
565,Shadwell,Tower Hamlets,London,"Shadwell,Tower Hamlets,London",51.51125,-0.0569241
566,Spitalfields & Banglatown,Tower Hamlets,London,"Spitalfields & Banglatown,Tower Hamlets,London",,
567,Stepney Green,Tower Hamlets,London,"Stepney Green,Tower Hamlets,London",51.5217026,-0.0467147
568,Weavers,Tower Hamlets,London,"Weavers,Tower Hamlets,London",51.1341009,1.3003489
569,Whitechapel,Tower Hamlets,London,"Whitechapel,Tower Hamlets,London",51.5186227,-0.0620807
570,Cann Hall,Waltham Forest,London,"Cann Hall,Waltham Forest,London",,
571,Cathall,Waltham Forest,London,"Cathall,Waltham Forest,London",51.5597438,0.002876797
572,Chapel End,Waltham Forest,London,"Chapel End,Waltham Forest,London",51.598434,-0.0154323
573,Chingford Green,Waltham Forest,London,"Chingford Green,Waltham Forest,London",51.631213,0.002042304
574,Endlebury,Waltham Forest,London,"Endlebury,Waltham Forest,London",51.6241284,-0.000279
575,Forest,Waltham Forest,London,"Forest,Waltham Forest,London",51.5848057,0.0096719
576,Grove Green,Waltham Forest,London,"Grove Green,Waltham Forest,London",,
577,Hale End and Highams Park,Waltham Forest,London,"Hale End and Highams Park,Waltham Forest,London",51.6008823,-0.000633494
578,Hatch Lane,Waltham Forest,London,"Hatch Lane,Waltham Forest,London",51.6186889,0.0042356
579,High Street,Waltham Forest,London,"High Street,Waltham Forest,London",51.5847888,-0.0200407
580,Higham Hill,Waltham Forest,London,"Higham Hill,Waltham Forest,London",51.5960399,-0.0353557
581,Hoe Street,Waltham Forest,London,"Hoe Street,Waltham Forest,London",51.5850696,-0.019557
582,Larkswood,Waltham Forest,London,"Larkswood,Waltham Forest,London",51.61538165,-0.004527685
583,Lea Bridge,Waltham Forest,London,"Lea Bridge,Waltham Forest,London",51.5667512,-0.0371218
584,Leyton,Waltham Forest,London,"Leyton,Waltham Forest,London",51.5696734,-0.015681
585,Leytonstone,Waltham Forest,London,"Leytonstone,Waltham Forest,London",51.5688027,0.0086166
586,Markhouse,Waltham Forest,London,"Markhouse,Waltham Forest,London",51.5762179,-0.026116236
587,Valley,Waltham Forest,London,"Valley,Waltham Forest,London",51.8899889,0.261507022
588,William Morris,Waltham Forest,London,"William Morris,Waltham Forest,London",51.5912043,-0.0077676
589,Wood Street,Waltham Forest,London,"Wood Street,Waltham Forest,London",51.587041,-0.0016791
590,Balham,Wandsworth,London,"Balham,Wandsworth,London",51.4456449,-0.1503643
591,Bedford,Wandsworth,London,"Bedford,Wandsworth,London",51.4427243,-0.1493607
592,Earlsfield,Wandsworth,London,"Earlsfield,Wandsworth,London",51.4464482,-0.1893941
593,East Putney,Wandsworth,London,"East Putney,Wandsworth,London",51.4586138,-0.2112429
594,Fairfield,Wandsworth,London,"Fairfield,Wandsworth,London",51.4587614,-0.1904427
595,Furzedown,Wandsworth,London,"Furzedown,Wandsworth,London",51.424389,-0.1537022
596,Graveney,Wandsworth,London,"Graveney,Wandsworth,London",51.4234522,-0.1665496
597,Latchmere,Wandsworth,London,"Latchmere,Wandsworth,London",51.4728291,-0.1658381
598,Nightingale,Wandsworth,London,"Nightingale,Wandsworth,London",51.4500341,-0.157845858
599,Northcote,Wandsworth,London,"Northcote,Wandsworth,London",51.4607139,-0.1671587
600,Queenstown,Wandsworth,London,"Queenstown,Wandsworth,London",51.4752161,-0.1462935
601,Roehampton and Putney Heath,Wandsworth,London,"Roehampton and Putney Heath,Wandsworth,London",,
602,St. Mary's Park,Wandsworth,London,"St. Mary's Park,Wandsworth,London",,
603,Shaftesbury,Wandsworth,London,"Shaftesbury,Wandsworth,London",51.43451335,-0.172277858
604,Southfields,Wandsworth,London,"Southfields,Wandsworth,London",51.4457751,-0.2066142
605,Thamesfield,Wandsworth,London,"Thamesfield,Wandsworth,London",,
606,Tooting,Wandsworth,London,"Tooting,Wandsworth,London",51.4266588,-0.1690768
607,Wandsworth Common,Wandsworth,London,"Wandsworth Common,Wandsworth,London",51.44848475,-0.167650053
608,West Hill,Wandsworth,London,"West Hill,Wandsworth,London",51.4568485,-0.2002784
609,West Putney,Wandsworth,London,"West Putney,Wandsworth,London",51.4609339,-0.2153478
610,Abbey Road,Westminster,London,"Abbey Road,Westminster,London",51.5319494,-0.1772181
611,Bayswater,Westminster,London,"Bayswater,Westminster,London",51.5122764,-0.1883854
612,Bryanston and Dorset Square,Westminster,London,"Bryanston and Dorset Square,Westminster,London",51.51947245,-0.157049288
613,Churchill,Westminster,London,"Churchill,Westminster,London",51.515473,-0.1570192
614,Church Street,Westminster,London,"Church Street,Westminster,London",51.5213557,-0.1734528
615,Harrow Road,Westminster,London,"Harrow Road,Westminster,London",51.5209144,-0.1804902
616,Hyde Park,Westminster,London,"Hyde Park,Westminster,London",51.5074889,-0.16220538
617,Knightsbridge and Belgravia,Westminster,London,"Knightsbridge and Belgravia,Westminster,London",51.5017546,-0.1608199
618,Lancaster Gate,Westminster,London,"Lancaster Gate,Westminster,London",51.5118458,-0.175108
619,Little Venice,Westminster,London,"Little Venice,Westminster,London",51.5211948,-0.1824045
620,Maida Vale,Westminster,London,"Maida Vale,Westminster,London",51.5297928,-0.1857906
621,Marylebone High Street,Westminster,London,"Marylebone High Street,Westminster,London",51.5222211,-0.1514193
622,Queen's Park,Westminster,London,"Queen's Park,Westminster,London",51.529149,-0.20881332
